Validation,Normalization,Model,Threshold,Consecutive_Hits,Early_Tol_Frac,Late_Tol_Frac,Base_T_tol_early_Frac,Base_T_tol_late_Frac,Base_T_far_early_Frac,Base_T_far_late_Frac,Score,MAE,Mean_Delta,Missed_Alerts,Tol_Early_Rate,Tol_Late_Rate,Far_Early_Rate,Far_Late_Rate
Hold-out,Z-Score,XGBoost,0.5,3,0.08,0.08,0.12,0.08,0.06,0.03,228.0823740699443,9.53125,-9.268749999999999,0,50.0%,6.2%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.5,3,0.06,0.12,0.12,0.08,0.06,0.03,228.0823740699443,9.53125,-9.268749999999999,0,50.0%,6.2%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.5,3,0.06,0.1,0.12,0.08,0.06,0.03,228.0823740699443,9.53125,-9.268749999999999,0,50.0%,6.2%,43.8%,0.0%
Hold-out,MinMax,XGBoost,0.5,3,0.06,0.12,0.12,0.08,0.06,0.03,228.0823740699443,9.53125,-9.268749999999999,0,50.0%,6.2%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.5,3,0.06,0.08,0.12,0.08,0.06,0.03,228.0823740699443,9.53125,-9.268749999999999,0,50.0%,6.2%,43.8%,0.0%
Hold-out,MinMax,XGBoost,0.5,3,0.06,0.08,0.12,0.08,0.06,0.03,228.0823740699443,9.53125,-9.268749999999999,0,50.0%,6.2%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.5,3,0.08,0.12,0.12,0.08,0.06,0.03,228.0823740699443,9.53125,-9.268749999999999,0,50.0%,6.2%,43.8%,0.0%
Hold-out,MinMax,XGBoost,0.5,3,0.08,0.12,0.12,0.08,0.06,0.03,228.0823740699443,9.53125,-9.268749999999999,0,50.0%,6.2%,43.8%,0.0%
Hold-out,MinMax,XGBoost,0.5,3,0.06,0.1,0.12,0.08,0.06,0.03,228.0823740699443,9.53125,-9.268749999999999,0,50.0%,6.2%,43.8%,0.0%
K-Fold (5),Z-Score,Logistic Regression,0.7,2,0.1,0.1,0.12,0.08,0.06,0.03,231.65209090625441,10.474999999999998,1.4624999999999977,0,25.0%,43.8%,12.5%,18.8%
K-Fold (5),MinMax,Logistic Regression,0.7,2,0.1,0.1,0.12,0.08,0.06,0.03,232.88019717727556,10.718749999999998,1.5312499999999982,0,25.0%,43.8%,12.5%,18.8%
K-Fold (5),Z-Score,Logistic Regression,0.7,2,0.08,0.1,0.12,0.08,0.06,0.03,234.22969370615678,10.474999999999998,1.4624999999999977,0,18.8%,43.8%,18.8%,18.8%
K-Fold (5),Z-Score,Logistic Regression,0.7,2,0.06,0.1,0.12,0.08,0.06,0.03,235.8883239701858,10.474999999999998,1.4624999999999977,0,12.5%,43.8%,25.0%,18.8%
K-Fold (5),MinMax,Logistic Regression,0.7,2,0.08,0.1,0.12,0.08,0.06,0.03,237.84849761184273,10.718749999999998,1.5312499999999982,0,12.5%,43.8%,25.0%,18.8%
K-Fold (5),MinMax,Logistic Regression,0.7,2,0.06,0.1,0.12,0.08,0.06,0.03,237.84849761184273,10.718749999999998,1.5312499999999982,0,12.5%,43.8%,25.0%,18.8%
Hold-out,Z-Score,Logistic Regression,0.6,2,0.1,0.1,0.12,0.08,0.06,0.03,240.22883480275576,11.362499999999999,-9.187499999999998,0,37.5%,6.2%,50.0%,6.2%
K-Fold (5),Z-Score,Logistic Regression,0.65,2,0.1,0.1,0.12,0.08,0.06,0.03,240.4804451066641,10.812499999999998,0.7499999999999991,0,25.0%,43.8%,12.5%,18.8%
Hold-out,Z-Score,Logistic Regression,0.6,2,0.08,0.1,0.12,0.08,0.06,0.03,242.81919371826768,11.362499999999999,-9.187499999999998,0,31.2%,6.2%,56.2%,6.2%
Hold-out,Z-Score,Logistic Regression,0.6,2,0.06,0.1,0.12,0.08,0.06,0.03,244.88510954189752,11.362499999999999,-9.187499999999998,0,25.0%,6.2%,62.5%,6.2%
K-Fold (5),MinMax,Logistic Regression,0.5,2,0.1,0.1,0.12,0.08,0.06,0.03,245.0475499670447,12.2375,-5.45,0,31.2%,31.2%,31.2%,6.2%
K-Fold (5),MinMax,Logistic Regression,0.65,2,0.1,0.1,0.12,0.08,0.06,0.03,245.60608135291636,10.937499999999998,0.6249999999999991,0,18.8%,43.8%,18.8%,18.8%
K-Fold (5),Z-Score,Logistic Regression,0.65,2,0.08,0.1,0.12,0.08,0.06,0.03,246.17608233223402,10.812499999999998,0.7499999999999991,0,12.5%,43.8%,25.0%,18.8%
K-Fold (5),Z-Score,Logistic Regression,0.65,2,0.06,0.1,0.12,0.08,0.06,0.03,247.78068923314152,10.812499999999998,0.7499999999999991,0,6.2%,43.8%,31.2%,18.8%
K-Fold (5),MinMax,Logistic Regression,0.65,2,0.08,0.1,0.12,0.08,0.06,0.03,247.9967789875812,10.937499999999998,0.6249999999999991,0,12.5%,43.8%,25.0%,18.8%
K-Fold (5),MinMax,Logistic Regression,0.65,2,0.06,0.1,0.12,0.08,0.06,0.03,249.60138588848866,10.937499999999998,0.6249999999999991,0,6.2%,43.8%,31.2%,18.8%
K-Fold (5),MinMax,Logistic Regression,0.5,2,0.06,0.1,0.12,0.08,0.06,0.03,250.18642397390192,12.2375,-5.45,0,18.8%,31.2%,43.8%,6.2%
K-Fold (5),MinMax,Logistic Regression,0.5,2,0.08,0.1,0.12,0.08,0.06,0.03,250.18642397390192,12.2375,-5.45,0,18.8%,31.2%,43.8%,6.2%
Hold-out,Z-Score,Logistic Regression,0.6,2,0.1,0.08,0.12,0.08,0.06,0.03,255.30137698995517,11.362499999999999,-9.187499999999998,0,37.5%,0.0%,50.0%,12.5%
K-Fold (5),MinMax,Logistic Regression,0.6,2,0.1,0.08,0.12,0.08,0.06,0.03,257.13098642145707,10.525,-0.3875000000000002,0,25.0%,25.0%,18.8%,31.2%
K-Fold (5),Z-Score,Logistic Regression,0.6,2,0.1,0.08,0.12,0.08,0.06,0.03,257.22779827209405,10.625,-0.32499999999999973,0,18.8%,31.2%,18.8%,31.2%
Hold-out,Z-Score,Logistic Regression,0.6,2,0.08,0.08,0.12,0.08,0.06,0.03,257.8917359054671,11.362499999999999,-9.187499999999998,0,31.2%,0.0%,56.2%,12.5%
K-Fold (5),MinMax,Logistic Regression,0.6,2,0.08,0.08,0.12,0.08,0.06,0.03,259.5216840561219,10.525,-0.3875000000000002,0,18.8%,25.0%,25.0%,31.2%
K-Fold (5),Z-Score,Logistic Regression,0.6,2,0.08,0.08,0.12,0.08,0.06,0.03,259.6184959067589,10.625,-0.32499999999999973,0,12.5%,31.2%,25.0%,31.2%
Hold-out,Z-Score,Logistic Regression,0.6,2,0.06,0.08,0.12,0.08,0.06,0.03,259.95765172909694,11.362499999999999,-9.187499999999998,0,25.0%,0.0%,62.5%,12.5%
K-Fold (5),MinMax,Logistic Regression,0.6,2,0.06,0.08,0.12,0.08,0.06,0.03,261.12629095702937,10.525,-0.3875000000000002,0,12.5%,25.0%,31.2%,31.2%
K-Fold (5),Z-Score,Logistic Regression,0.6,2,0.06,0.08,0.12,0.08,0.06,0.03,261.690189327347,10.625,-0.32499999999999973,0,6.2%,31.2%,31.2%,31.2%
Hold-out,MinMax,Logistic Regression,0.65,2,0.1,0.12,0.12,0.08,0.06,0.03,266.6899865099741,11.174999999999999,-7.85,0,37.5%,12.5%,43.8%,6.2%
Hold-out,Z-Score,Logistic Regression,0.65,2,0.1,0.12,0.12,0.08,0.06,0.03,269.0419579166768,11.199999999999998,-7.9499999999999975,0,31.2%,12.5%,50.0%,6.2%
Hold-out,MinMax,Logistic Regression,0.65,2,0.06,0.12,0.12,0.08,0.06,0.03,271.1379114391373,11.174999999999999,-7.85,0,25.0%,12.5%,56.2%,6.2%
Hold-out,MinMax,Logistic Regression,0.65,2,0.08,0.12,0.12,0.08,0.06,0.03,271.1379114391373,11.174999999999999,-7.85,0,25.0%,12.5%,56.2%,6.2%
K-Fold (5),MinMax,Logistic Regression,0.5,2,0.1,0.08,0.12,0.08,0.06,0.03,271.3615396122542,12.2375,-5.45,0,31.2%,18.8%,31.2%,18.8%
Hold-out,Z-Score,Logistic Regression,0.65,2,0.06,0.12,0.12,0.08,0.06,0.03,271.63231683218874,11.199999999999998,-7.9499999999999975,0,25.0%,12.5%,56.2%,6.2%
Hold-out,Z-Score,Logistic Regression,0.65,2,0.08,0.12,0.12,0.08,0.06,0.03,271.63231683218874,11.199999999999998,-7.9499999999999975,0,25.0%,12.5%,56.2%,6.2%
K-Fold (5),MinMax,Logistic Regression,0.5,2,0.06,0.08,0.12,0.08,0.06,0.03,276.50041361911144,12.2375,-5.45,0,18.8%,18.8%,43.8%,18.8%
K-Fold (5),MinMax,Logistic Regression,0.5,2,0.08,0.08,0.12,0.08,0.06,0.03,276.50041361911144,12.2375,-5.45,0,18.8%,18.8%,43.8%,18.8%
K-Fold (5),Z-Score,Logistic Regression,0.7,2,0.1,0.08,0.12,0.08,0.06,0.03,283.382960934837,10.474999999999998,1.4624999999999977,0,25.0%,25.0%,12.5%,37.5%
K-Fold (5),Z-Score,Logistic Regression,0.65,2,0.1,0.08,0.12,0.08,0.06,0.03,284.0272971161414,10.812499999999998,0.7499999999999991,0,25.0%,25.0%,12.5%,37.5%
K-Fold (5),Z-Score,Logistic Regression,0.7,2,0.08,0.08,0.12,0.08,0.06,0.03,285.96056373473937,10.474999999999998,1.4624999999999977,0,18.8%,25.0%,18.8%,37.5%
K-Fold (5),Z-Score,Logistic Regression,0.7,2,0.06,0.08,0.12,0.08,0.06,0.03,287.6191939987684,10.474999999999998,1.4624999999999977,0,12.5%,25.0%,25.0%,37.5%
K-Fold (5),MinMax,Logistic Regression,0.65,2,0.1,0.08,0.12,0.08,0.06,0.03,289.1529333623937,10.937499999999998,0.6249999999999991,0,18.8%,25.0%,18.8%,37.5%
K-Fold (5),Z-Score,Logistic Regression,0.65,2,0.08,0.08,0.12,0.08,0.06,0.03,289.7229343417113,10.812499999999998,0.7499999999999991,0,12.5%,25.0%,25.0%,37.5%
K-Fold (5),Z-Score,Logistic Regression,0.65,2,0.06,0.08,0.12,0.08,0.06,0.03,291.32754124261885,10.812499999999998,0.7499999999999991,0,6.2%,25.0%,31.2%,37.5%
K-Fold (5),MinMax,Logistic Regression,0.65,2,0.08,0.08,0.12,0.08,0.06,0.03,291.5436309970585,10.937499999999998,0.6249999999999991,0,12.5%,25.0%,25.0%,37.5%
K-Fold (5),MinMax,Logistic Regression,0.65,2,0.06,0.08,0.12,0.08,0.06,0.03,293.14823789796594,10.937499999999998,0.6249999999999991,0,6.2%,25.0%,31.2%,37.5%
Hold-out,Z-Score,Logistic Regression,0.65,2,0.1,0.08,0.12,0.08,0.06,0.03,295.3966521369007,11.199999999999998,-7.9499999999999975,0,31.2%,6.2%,50.0%,12.5%
Hold-out,Z-Score,Logistic Regression,0.65,2,0.1,0.1,0.12,0.08,0.06,0.03,295.3966521369007,11.199999999999998,-7.9499999999999975,0,31.2%,6.2%,50.0%,12.5%
Hold-out,Z-Score,Logistic Regression,0.65,2,0.06,0.08,0.12,0.08,0.06,0.03,297.98701105241264,11.199999999999998,-7.9499999999999975,0,25.0%,6.2%,56.2%,12.5%
Hold-out,Z-Score,Logistic Regression,0.65,2,0.06,0.1,0.12,0.08,0.06,0.03,297.98701105241264,11.199999999999998,-7.9499999999999975,0,25.0%,6.2%,56.2%,12.5%
Hold-out,Z-Score,Logistic Regression,0.65,2,0.08,0.08,0.12,0.08,0.06,0.03,297.98701105241264,11.199999999999998,-7.9499999999999975,0,25.0%,6.2%,56.2%,12.5%
Hold-out,Z-Score,Logistic Regression,0.65,2,0.08,0.1,0.12,0.08,0.06,0.03,297.98701105241264,11.199999999999998,-7.9499999999999975,0,25.0%,6.2%,56.2%,12.5%
Hold-out,MinMax,Logistic Regression,0.65,2,0.1,0.1,0.12,0.08,0.06,0.03,298.6598489378392,11.174999999999999,-7.85,0,37.5%,6.2%,43.8%,12.5%
Hold-out,MinMax,Logistic Regression,0.65,2,0.1,0.08,0.12,0.08,0.06,0.03,298.6598489378392,11.174999999999999,-7.85,0,37.5%,6.2%,43.8%,12.5%
Hold-out,MinMax,Logistic Regression,0.65,2,0.06,0.08,0.12,0.08,0.06,0.03,303.1077738670024,11.174999999999999,-7.85,0,25.0%,6.2%,56.2%,12.5%
Hold-out,MinMax,Logistic Regression,0.65,2,0.08,0.08,0.12,0.08,0.06,0.03,303.1077738670024,11.174999999999999,-7.85,0,25.0%,6.2%,56.2%,12.5%
Hold-out,MinMax,Logistic Regression,0.65,2,0.06,0.1,0.12,0.08,0.06,0.03,303.1077738670024,11.174999999999999,-7.85,0,25.0%,6.2%,56.2%,12.5%
Hold-out,MinMax,Logistic Regression,0.65,2,0.08,0.1,0.12,0.08,0.06,0.03,303.1077738670024,11.174999999999999,-7.85,0,25.0%,6.2%,56.2%,12.5%
K-Fold (5),MinMax,Logistic Regression,0.7,2,0.1,0.08,0.12,0.08,0.06,0.03,306.46084033417884,10.718749999999998,1.5312499999999982,0,25.0%,18.8%,12.5%,43.8%
K-Fold (5),MinMax,Logistic Regression,0.7,2,0.06,0.08,0.12,0.08,0.06,0.03,311.42914076874604,10.718749999999998,1.5312499999999982,0,12.5%,18.8%,25.0%,43.8%
K-Fold (5),MinMax,Logistic Regression,0.7,2,0.08,0.08,0.12,0.08,0.06,0.03,311.42914076874604,10.718749999999998,1.5312499999999982,0,12.5%,18.8%,25.0%,43.8%
Hold-out,Z-Score,LightGBM,0.7,2,0.1,0.1,0.12,0.08,0.06,0.03,317.4610525188861,9.525,-7.3625,0,43.8%,18.8%,31.2%,6.2%
Hold-out,Z-Score,LightGBM,0.7,2,0.1,0.12,0.12,0.08,0.06,0.03,317.4610525188861,9.525,-7.3625,0,43.8%,18.8%,31.2%,6.2%
Hold-out,Z-Score,LightGBM,0.7,2,0.1,0.08,0.12,0.08,0.06,0.03,317.4610525188861,9.525,-7.3625,0,43.8%,18.8%,31.2%,6.2%
Hold-out,MinMax,XGBoost,0.65,2,0.08,0.08,0.12,0.08,0.06,0.03,321.7855164398662,10.362499999999999,-9.4375,0,37.5%,18.8%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.65,2,0.08,0.12,0.12,0.08,0.06,0.03,321.7855164398662,10.362499999999999,-9.4375,0,37.5%,18.8%,43.8%,0.0%
Hold-out,MinMax,XGBoost,0.65,2,0.08,0.1,0.12,0.08,0.06,0.03,321.7855164398662,10.362499999999999,-9.4375,0,37.5%,18.8%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.65,2,0.1,0.08,0.12,0.08,0.06,0.03,321.7855164398662,10.362499999999999,-9.4375,0,37.5%,18.8%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.65,2,0.1,0.1,0.12,0.08,0.06,0.03,321.7855164398662,10.362499999999999,-9.4375,0,37.5%,18.8%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.65,2,0.1,0.12,0.12,0.08,0.06,0.03,321.7855164398662,10.362499999999999,-9.4375,0,37.5%,18.8%,43.8%,0.0%
Hold-out,MinMax,XGBoost,0.65,2,0.1,0.12,0.12,0.08,0.06,0.03,321.7855164398662,10.362499999999999,-9.4375,0,37.5%,18.8%,43.8%,0.0%
Hold-out,MinMax,XGBoost,0.65,2,0.1,0.08,0.12,0.08,0.06,0.03,321.7855164398662,10.362499999999999,-9.4375,0,37.5%,18.8%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.65,2,0.08,0.1,0.12,0.08,0.06,0.03,321.7855164398662,10.362499999999999,-9.4375,0,37.5%,18.8%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.65,2,0.08,0.08,0.12,0.08,0.06,0.03,321.7855164398662,10.362499999999999,-9.4375,0,37.5%,18.8%,43.8%,0.0%
Hold-out,MinMax,XGBoost,0.65,2,0.08,0.12,0.12,0.08,0.06,0.03,321.7855164398662,10.362499999999999,-9.4375,0,37.5%,18.8%,43.8%,0.0%
Hold-out,MinMax,XGBoost,0.65,2,0.1,0.1,0.12,0.08,0.06,0.03,321.7855164398662,10.362499999999999,-9.4375,0,37.5%,18.8%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.65,2,0.06,0.12,0.12,0.08,0.06,0.03,322.88786153019595,10.362499999999999,-9.4375,0,31.2%,18.8%,50.0%,0.0%
Hold-out,MinMax,XGBoost,0.65,2,0.06,0.12,0.12,0.08,0.06,0.03,322.88786153019595,10.362499999999999,-9.4375,0,31.2%,18.8%,50.0%,0.0%
Hold-out,MinMax,XGBoost,0.65,2,0.06,0.1,0.12,0.08,0.06,0.03,322.88786153019595,10.362499999999999,-9.4375,0,31.2%,18.8%,50.0%,0.0%
Hold-out,MinMax,XGBoost,0.65,2,0.06,0.08,0.12,0.08,0.06,0.03,322.88786153019595,10.362499999999999,-9.4375,0,31.2%,18.8%,50.0%,0.0%
Hold-out,Z-Score,XGBoost,0.65,2,0.06,0.08,0.12,0.08,0.06,0.03,322.88786153019595,10.362499999999999,-9.4375,0,31.2%,18.8%,50.0%,0.0%
Hold-out,Z-Score,XGBoost,0.65,2,0.06,0.1,0.12,0.08,0.06,0.03,322.88786153019595,10.362499999999999,-9.4375,0,31.2%,18.8%,50.0%,0.0%
Hold-out,Z-Score,LightGBM,0.7,2,0.08,0.12,0.12,0.08,0.06,0.03,323.85294319283815,9.525,-7.3625,0,31.2%,18.8%,43.8%,6.2%
Hold-out,Z-Score,LightGBM,0.7,2,0.08,0.1,0.12,0.08,0.06,0.03,323.85294319283815,9.525,-7.3625,0,31.2%,18.8%,43.8%,6.2%
Hold-out,Z-Score,LightGBM,0.7,2,0.08,0.08,0.12,0.08,0.06,0.03,323.85294319283815,9.525,-7.3625,0,31.2%,18.8%,43.8%,6.2%
K-Fold (5),MinMax,Gradient Boosting,0.65,2,0.1,0.1,0.12,0.08,0.06,0.03,324.51441388250055,10.25625,-1.1062499999999997,0,25.0%,43.8%,18.8%,12.5%
K-Fold (5),MinMax,Gradient Boosting,0.65,2,0.1,0.12,0.12,0.08,0.06,0.03,324.51441388250055,10.25625,-1.1062499999999997,0,25.0%,43.8%,18.8%,12.5%
K-Fold (5),Z-Score,Gradient Boosting,0.65,2,0.1,0.1,0.12,0.08,0.06,0.03,324.51441388250055,10.25625,-1.1062499999999997,0,25.0%,43.8%,18.8%,12.5%
K-Fold (5),Z-Score,Gradient Boosting,0.65,2,0.1,0.12,0.12,0.08,0.06,0.03,324.51441388250055,10.25625,-1.1062499999999997,0,25.0%,43.8%,18.8%,12.5%
Hold-out,Z-Score,LightGBM,0.7,2,0.06,0.12,0.12,0.08,0.06,0.03,324.9552882831679,9.525,-7.3625,0,25.0%,18.8%,50.0%,6.2%
Hold-out,Z-Score,LightGBM,0.7,2,0.06,0.1,0.12,0.08,0.06,0.03,324.9552882831679,9.525,-7.3625,0,25.0%,18.8%,50.0%,6.2%
Hold-out,Z-Score,LightGBM,0.7,2,0.06,0.08,0.12,0.08,0.06,0.03,324.9552882831679,9.525,-7.3625,0,25.0%,18.8%,50.0%,6.2%
K-Fold (5),Z-Score,Gradient Boosting,0.65,2,0.08,0.12,0.12,0.08,0.06,0.03,326.7566230750772,10.25625,-1.1062499999999997,0,18.8%,43.8%,25.0%,12.5%
K-Fold (5),MinMax,Gradient Boosting,0.65,2,0.08,0.12,0.12,0.08,0.06,0.03,326.7566230750772,10.25625,-1.1062499999999997,0,18.8%,43.8%,25.0%,12.5%
K-Fold (5),MinMax,Gradient Boosting,0.65,2,0.08,0.1,0.12,0.08,0.06,0.03,326.7566230750772,10.25625,-1.1062499999999997,0,18.8%,43.8%,25.0%,12.5%
K-Fold (5),Z-Score,Gradient Boosting,0.65,2,0.08,0.1,0.12,0.08,0.06,0.03,326.7566230750772,10.25625,-1.1062499999999997,0,18.8%,43.8%,25.0%,12.5%
K-Fold (5),MinMax,Gradient Boosting,0.65,2,0.06,0.12,0.12,0.08,0.06,0.03,326.7566230750772,10.25625,-1.1062499999999997,0,18.8%,43.8%,25.0%,12.5%
K-Fold (5),Z-Score,Gradient Boosting,0.65,2,0.06,0.12,0.12,0.08,0.06,0.03,326.7566230750772,10.25625,-1.1062499999999997,0,18.8%,43.8%,25.0%,12.5%
K-Fold (5),MinMax,Gradient Boosting,0.65,2,0.06,0.1,0.12,0.08,0.06,0.03,326.7566230750772,10.25625,-1.1062499999999997,0,18.8%,43.8%,25.0%,12.5%
K-Fold (5),Z-Score,Gradient Boosting,0.65,2,0.06,0.1,0.12,0.08,0.06,0.03,326.7566230750772,10.25625,-1.1062499999999997,0,18.8%,43.8%,25.0%,12.5%
K-Fold (5),Z-Score,Gradient Boosting,0.5,3,0.1,0.1,0.12,0.08,0.06,0.03,327.58815260890105,10.493750000000002,-1.5687500000000005,0,37.5%,31.2%,18.8%,12.5%
K-Fold (5),Z-Score,Gradient Boosting,0.5,3,0.1,0.12,0.12,0.08,0.06,0.03,327.58815260890105,10.493750000000002,-1.5687500000000005,0,37.5%,31.2%,18.8%,12.5%
K-Fold (5),MinMax,Gradient Boosting,0.5,3,0.1,0.1,0.12,0.08,0.06,0.03,327.58815260890105,10.493750000000002,-1.5687500000000005,0,37.5%,31.2%,18.8%,12.5%
K-Fold (5),MinMax,Gradient Boosting,0.5,3,0.1,0.12,0.12,0.08,0.06,0.03,327.58815260890105,10.493750000000002,-1.5687500000000005,0,37.5%,31.2%,18.8%,12.5%
K-Fold (5),Z-Score,Gradient Boosting,0.5,3,0.08,0.12,0.12,0.08,0.06,0.03,330.8318736459292,10.493750000000002,-1.5687500000000005,0,31.2%,31.2%,25.0%,12.5%
K-Fold (5),Z-Score,Gradient Boosting,0.5,3,0.06,0.12,0.12,0.08,0.06,0.03,330.8318736459292,10.493750000000002,-1.5687500000000005,0,31.2%,31.2%,25.0%,12.5%
K-Fold (5),Z-Score,Gradient Boosting,0.5,3,0.06,0.1,0.12,0.08,0.06,0.03,330.8318736459292,10.493750000000002,-1.5687500000000005,0,31.2%,31.2%,25.0%,12.5%
K-Fold (5),Z-Score,Gradient Boosting,0.5,3,0.08,0.1,0.12,0.08,0.06,0.03,330.8318736459292,10.493750000000002,-1.5687500000000005,0,31.2%,31.2%,25.0%,12.5%
K-Fold (5),MinMax,Gradient Boosting,0.5,3,0.08,0.12,0.12,0.08,0.06,0.03,330.8318736459292,10.493750000000002,-1.5687500000000005,0,31.2%,31.2%,25.0%,12.5%
K-Fold (5),MinMax,Gradient Boosting,0.5,3,0.08,0.1,0.12,0.08,0.06,0.03,330.8318736459292,10.493750000000002,-1.5687500000000005,0,31.2%,31.2%,25.0%,12.5%
K-Fold (5),MinMax,Gradient Boosting,0.5,3,0.06,0.12,0.12,0.08,0.06,0.03,330.8318736459292,10.493750000000002,-1.5687500000000005,0,31.2%,31.2%,25.0%,12.5%
K-Fold (5),MinMax,Gradient Boosting,0.5,3,0.06,0.1,0.12,0.08,0.06,0.03,330.8318736459292,10.493750000000002,-1.5687500000000005,0,31.2%,31.2%,25.0%,12.5%
K-Fold (5),Z-Score,Gradient Boosting,0.65,2,0.1,0.08,0.12,0.08,0.06,0.03,338.5237654135666,10.25625,-1.1062499999999997,0,25.0%,37.5%,18.8%,18.8%
K-Fold (5),MinMax,Gradient Boosting,0.65,2,0.1,0.08,0.12,0.08,0.06,0.03,338.5237654135666,10.25625,-1.1062499999999997,0,25.0%,37.5%,18.8%,18.8%
K-Fold (5),Z-Score,Gradient Boosting,0.65,2,0.08,0.08,0.12,0.08,0.06,0.03,340.76597460614323,10.25625,-1.1062499999999997,0,18.8%,37.5%,25.0%,18.8%
K-Fold (5),MinMax,Gradient Boosting,0.65,2,0.08,0.08,0.12,0.08,0.06,0.03,340.76597460614323,10.25625,-1.1062499999999997,0,18.8%,37.5%,25.0%,18.8%
K-Fold (5),Z-Score,Gradient Boosting,0.65,2,0.06,0.08,0.12,0.08,0.06,0.03,340.76597460614323,10.25625,-1.1062499999999997,0,18.8%,37.5%,25.0%,18.8%
K-Fold (5),MinMax,Gradient Boosting,0.65,2,0.06,0.08,0.12,0.08,0.06,0.03,340.76597460614323,10.25625,-1.1062499999999997,0,18.8%,37.5%,25.0%,18.8%
Hold-out,MinMax,Gradient Boosting,0.65,3,0.08,0.1,0.12,0.08,0.06,0.03,341.5458501205633,9.537500000000001,-7.499999999999999,0,31.2%,31.2%,37.5%,0.0%
Hold-out,Z-Score,Gradient Boosting,0.65,3,0.08,0.12,0.12,0.08,0.06,0.03,341.5458501205633,9.537500000000001,-7.499999999999999,0,31.2%,31.2%,37.5%,0.0%
Hold-out,Z-Score,Gradient Boosting,0.65,3,0.1,0.08,0.12,0.08,0.06,0.03,341.5458501205633,9.537500000000001,-7.499999999999999,0,31.2%,31.2%,37.5%,0.0%
Hold-out,Z-Score,Gradient Boosting,0.65,3,0.1,0.1,0.12,0.08,0.06,0.03,341.5458501205633,9.537500000000001,-7.499999999999999,0,31.2%,31.2%,37.5%,0.0%
Hold-out,Z-Score,Gradient Boosting,0.65,3,0.08,0.08,0.12,0.08,0.06,0.03,341.5458501205633,9.537500000000001,-7.499999999999999,0,31.2%,31.2%,37.5%,0.0%
Hold-out,Z-Score,Gradient Boosting,0.65,3,0.08,0.1,0.12,0.08,0.06,0.03,341.5458501205633,9.537500000000001,-7.499999999999999,0,31.2%,31.2%,37.5%,0.0%
Hold-out,Z-Score,Gradient Boosting,0.65,3,0.1,0.12,0.12,0.08,0.06,0.03,341.5458501205633,9.537500000000001,-7.499999999999999,0,31.2%,31.2%,37.5%,0.0%
Hold-out,MinMax,Gradient Boosting,0.65,3,0.1,0.12,0.12,0.08,0.06,0.03,341.5458501205633,9.537500000000001,-7.499999999999999,0,31.2%,31.2%,37.5%,0.0%
Hold-out,MinMax,Gradient Boosting,0.65,3,0.1,0.1,0.12,0.08,0.06,0.03,341.5458501205633,9.537500000000001,-7.499999999999999,0,31.2%,31.2%,37.5%,0.0%
Hold-out,MinMax,Gradient Boosting,0.65,3,0.1,0.08,0.12,0.08,0.06,0.03,341.5458501205633,9.537500000000001,-7.499999999999999,0,31.2%,31.2%,37.5%,0.0%
Hold-out,MinMax,Gradient Boosting,0.65,3,0.08,0.08,0.12,0.08,0.06,0.03,341.5458501205633,9.537500000000001,-7.499999999999999,0,31.2%,31.2%,37.5%,0.0%
Hold-out,MinMax,Gradient Boosting,0.65,3,0.08,0.12,0.12,0.08,0.06,0.03,341.5458501205633,9.537500000000001,-7.499999999999999,0,31.2%,31.2%,37.5%,0.0%
K-Fold (5),Z-Score,Logistic Regression,0.5,3,0.1,0.12,0.12,0.08,0.06,0.03,342.30195650746964,11.768749999999997,-0.8937500000000012,0,31.2%,31.2%,18.8%,18.8%
Hold-out,MinMax,Gradient Boosting,0.65,3,0.06,0.12,0.12,0.08,0.06,0.03,342.6963565046508,9.537500000000001,-7.499999999999999,0,25.0%,31.2%,43.8%,0.0%
Hold-out,MinMax,Gradient Boosting,0.65,3,0.06,0.1,0.12,0.08,0.06,0.03,342.6963565046508,9.537500000000001,-7.499999999999999,0,25.0%,31.2%,43.8%,0.0%
Hold-out,MinMax,Gradient Boosting,0.65,3,0.06,0.08,0.12,0.08,0.06,0.03,342.6963565046508,9.537500000000001,-7.499999999999999,0,25.0%,31.2%,43.8%,0.0%
Hold-out,Z-Score,Gradient Boosting,0.65,3,0.06,0.12,0.12,0.08,0.06,0.03,342.6963565046508,9.537500000000001,-7.499999999999999,0,25.0%,31.2%,43.8%,0.0%
Hold-out,Z-Score,Gradient Boosting,0.65,3,0.06,0.08,0.12,0.08,0.06,0.03,342.6963565046508,9.537500000000001,-7.499999999999999,0,25.0%,31.2%,43.8%,0.0%
